date,retailer,ean_barcode,product_name,price_eur,source
2026-08-30,EDEKA,,Knorr Schlemmersauce,0.99,marktguru-offers
2026-08-30,EDEKA,,Feinkost Dittmann Forellen Caviar,3.99,marktguru-offers
2026-08-30,EDEKA,,Lysell Feinmarinaden,1.69,marktguru-offers
2026-08-30,EDEKA,,Dovgan Plombir Eiscreme Vanille,2.79,marktguru-offers
2026-08-30,EDEKA,,Frank Rosin Hot Dogs Currywurst tiefgefroren,2.99,marktguru-offers
2026-08-30,EDEKA,,McCain Golden Longs,1.59,marktguru-offers
2026-08-30,EDEKA,,Nuii Ice Cream Salted Caramel & Australian Macadamia,2.22,marktguru-offers
2026-08-30,EDEKA,,Langnese Cremissimo Haselnuss Vanilla Schokolade,1.79,marktguru-offers
2026-08-30,EDEKA,,Gerolsteiner Schorle,2.38,marktguru-offers
2026-08-30,EDEKA,,Good Boy Mega Kautwister,3.98,marktguru-offers
2026-08-30,EDEKA,,Henkell Sekt Sekt Piccolo,3.98,marktguru-offers
2026-08-30,EDEKA,,Küchle Vegan-Knabber Esspapier,1.98,marktguru-offers
2026-08-30,EDEKA,,Nivea Deo Stick,6.98,marktguru-offers
2026-08-30,EDEKA,,Fit Spülmittel,3.98,marktguru-offers
2026-08-30,EDEKA,,Glade (by Brise) Eins Nachfüller,5.98,marktguru-offers
2026-08-30,EDEKA,,Sunil Waschmittel,25.98,marktguru-offers
2026-08-30,EDEKA,,La Española Olivenöl,13.98,marktguru-offers
2026-08-30,EDEKA,,Maggi Würze,4.98,marktguru-offers
2026-08-30,EDEKA,,Tillman‘s Toasty,7.98,marktguru-offers
2026-08-30,EDEKA,,Del Monte Pfirsiche,7.78,marktguru-offers
2026-08-30,EDEKA,,Barilla Pasta Protein Plus,5.98,marktguru-offers
2026-08-30,EDEKA,,Hafervoll Bio-Flapjack,3.58,marktguru-offers
2026-08-30,EDEKA,,Manner Knuspino,2.78,marktguru-offers
2026-08-30,EDEKA,,Andros Be Nuts! Erdnusscreme,6.98,marktguru-offers
2026-08-30,EDEKA,,Rewe Beste Wahl Fruchtjoghurt,0.58,marktguru-offers
2026-08-30,EDEKA,,Krüger Family Cappuccino,2.79,marktguru-offers
2026-08-30,EDEKA,,Käfer Kaffee Caffé,10.99,marktguru-offers
2026-08-30,EDEKA,,Meßmer Ländertee,1.59,marktguru-offers
2026-08-30,EDEKA,,Mövenpick Caffè Crema,13.99,marktguru-offers
2026-08-30,EDEKA,,Mövenpick Kaffee Der Himmlische,6.99,marktguru-offers
2026-08-30,EDEKA,,Storck Toffifee,3.99,marktguru-offers
2026-08-30,EDEKA,,Nestlé KitKat Cookie Dough,1.79,marktguru-offers
2026-08-30,EDEKA,,Nescafé Espresso Concentrate,4.44,marktguru-offers
2026-08-30,EDEKA,,Griesson Soft Cake,1.99,marktguru-offers
2026-08-30,EDEKA,,Milka Choco Wafer,1.99,marktguru-offers
2026-08-30,EDEKA,,Ferrero Kinder Schoko-Bons,2.99,marktguru-offers
2026-08-30,EDEKA,,Dallmayr Capsa,2.69,marktguru-offers
2026-08-30,EDEKA,,Funny Frisch Ofen Chips,1.11,marktguru-offers
2026-08-30,EDEKA,,Carabao Energy Drink Original,0.99,marktguru-offers
2026-08-30,EDEKA,,Capri Sun Soft Chews,1.99,marktguru-offers
2026-08-30,EDEKA,,Dörffler Würstchen,2.99,marktguru-offers
2026-08-30,EDEKA,,Wolfram Berge Tessiner Senfsaucen Grüne Feige,4.99,marktguru-offers
2026-08-30,EDEKA,,Maggi Fix Nudel-Schinken Gratin,0.49,marktguru-offers
2026-08-30,EDEKA,,Saupiquet Thunfisch-Salat,2.29,marktguru-offers
2026-08-30,EDEKA,,Knorr Soße,0.99,marktguru-offers
2026-08-30,EDEKA,,Mutti Tomatenpesto Rosso,2.49,marktguru-offers
2026-08-30,EDEKA,,Knorr Feinschmecker Suppe,0.88,marktguru-offers
2026-08-30,EDEKA,,Knorr Pasta-Snack-Pot Brokkoli & Kase,0.99,marktguru-offers
2026-08-30,EDEKA,,Barilla Pasta Spezialitäten Collezione,1.49,marktguru-offers
2026-08-30,EDEKA,,Bodegas Torres Vina Sol Parellada,4.99,marktguru-offers
2026-08-30,EDEKA,,Steitz & Beck Weinfreunde Wein,3.99,marktguru-offers
2026-08-30,EDEKA,,Finsbury London Dry Gin,8.99,marktguru-offers
2026-08-30,EDEKA,,Granbeau Rosé,4.99,marktguru-offers
2026-08-30,EDEKA,,Weingut Tres Reyes Tempranillo-Syrah,5.49,marktguru-offers
2026-08-30,EDEKA,,Lenz Moser Selection,4.99,marktguru-offers
2026-08-30,EDEKA,,Smirnoff Ice Vodka,1.99,marktguru-offers
2026-08-30,EDEKA,,J. Hettinger Qualitätswein,2.99,marktguru-offers
2026-08-30,EDEKA,,Baileys The Original Irish Cream Liqueur,9.99,marktguru-offers
2026-08-30,EDEKA,,Söhnlein Brillant Sekt,2.79,marktguru-offers
2026-08-30,EDEKA,,Fürst Von Metternich Sekt,5.99,marktguru-offers
2026-08-30,EDEKA,,Campari Bitter Aperitif,10.99,marktguru-offers
2026-08-30,EDEKA,,Jameson Irish Whiskey,14.99,marktguru-offers
2026-08-30,EDEKA,,Hendrick‘s Gin,27.99,marktguru-offers
2026-08-30,EDEKA,,Wodka Gorbatschow Original,6.49,marktguru-offers
2026-08-30,EDEKA,,Skyy Vodka,9.99,marktguru-offers
2026-08-30,EDEKA,,Purina Gourmet Soup Royale,2.79,marktguru-offers
2026-08-30,EDEKA,,Syoss Permanente Coloration,4.99,marktguru-offers
2026-08-30,EDEKA,,Schwarzkopf Taft Styling Gel,2.69,marktguru-offers
2026-08-30,EDEKA,,Neutrogena Bodylotion,3.99,marktguru-offers
2026-08-30,EDEKA,,Tesori d’Oriente Cremedusche,2.39,marktguru-offers
2026-08-30,EDEKA,,Kneipp Sekunden-Handcreme,2.49,marktguru-offers
2026-08-30,EDEKA,,Dr. Oetker Rote Grütze,1.99,marktguru-offers
2026-08-30,EDEKA,,Nestlé Smarties & Joghurt,0.69,marktguru-offers
2026-08-30,EDEKA,,Milram Buttermilch Drink,1.29,marktguru-offers
2026-08-30,EDEKA,,Becel Gold,1.39,marktguru-offers
2026-08-30,EDEKA,,Rügenwalder Mühle Vegane Pommersche,1.79,marktguru-offers
2026-08-30,EDEKA,,Rama Cremefine,1.99,marktguru-offers
2026-08-30,EDEKA,,Meine Lieblinge Louisiana Flusskrebse,2.39,marktguru-offers
2026-08-30,EDEKA,,Zott Monte Maxi,1.49,marktguru-offers
2026-08-30,EDEKA,,Der Große Bauer Stracciatella,0.49,marktguru-offers
2026-08-30,EDEKA,,Arla Skyr,1.49,marktguru-offers
2026-08-30,EDEKA,,Müllermilch,0.79,marktguru-offers
2026-08-30,EDEKA,,Arla Frischmilch,1.29,marktguru-offers
2026-08-30,EDEKA,,Rougette Ofenkäse,3.99,marktguru-offers
2026-08-30,EDEKA,,Hellas Halloumi Grill- und Bratkäse,2.39,marktguru-offers
2026-08-30,EDEKA,,Grünländer Scheiben,1.69,marktguru-offers
2026-08-30,EDEKA,,Marca Italia Grana Padano,2.49,marktguru-offers
2026-08-30,EDEKA,,Kleehof Harzer Käse,1.79,marktguru-offers
2026-08-30,EDEKA,,Rewe PWR Shaker,5.99,marktguru-offers
2026-08-30,EDEKA,,Rewe PWR Whey Protein,12.85,marktguru-offers
2026-08-30,EDEKA,,Deutsches Weintor Exklusiv Qualitätswein,3.99,marktguru-offers
2026-08-30,EDEKA,,Gerstacker Nürnberger Federweißer,2.49,marktguru-offers
2026-08-30,EDEKA,,Cavit Mastri Vernacoli Weine,4.99,marktguru-offers
2026-08-30,EDEKA,,Lösch-Zwerg Bier,12.99,marktguru-offers
2026-08-30,EDEKA,,Arcobräu Mooser Liesl,15.99,marktguru-offers
2026-08-30,EDEKA,,Kapuziner Weißbier,12.99,marktguru-offers
2026-08-30,EDEKA,,Gönrgy Energy Drink,0.99,marktguru-offers
2026-08-30,EDEKA,,Crodo Soda Limonade,0.79,marktguru-offers
2026-08-30,EDEKA,,Amecke Säfte,1.99,marktguru-offers
2026-08-30,EDEKA,,Franken Brunnen Mineralwasser,5.49,marktguru-offers
2026-08-30,EDEKA,,Rewe Back-Station Süße Biene,0.59,marktguru-offers
2026-08-30,EDEKA,,Rewe Back-Station Laugenzöpfle,0.39,marktguru-offers
2026-08-30,EDEKA,,Pema Dinobrot vegan,1.49,marktguru-offers
2026-08-30,EDEKA,,Deutsche See Pulpo-Arme,7.99,marktguru-offers
2026-08-30,EDEKA,,Deutsche See Makrele,1.79,marktguru-offers
2026-08-30,EDEKA,,Wiesbauer Spare Ribs,7.99,marktguru-offers
2026-08-30,EDEKA,,Scheller Mühle Mehlzauber Weizenmehl,1.19,marktguru-offers
2026-08-30,EDEKA,,Hosta Nippon Puffreis Häppchen,1.79,marktguru-offers
2026-08-30,EDEKA,,Bayernglück Haferflocken,1.29,marktguru-offers
2026-08-30,EDEKA,,Berchtesgadener Land Frucht & Knusper Joghurt,0.59,marktguru-offers
2026-08-30,EDEKA,,Berchtesgadener Land Latte Macchiato,0.79,marktguru-offers
2026-08-30,EDEKA,,Berchtesgadener Land Frische Bio-Alpenmilch,1.39,marktguru-offers
2026-08-30,EDEKA,,Minus L Laktosefreie H-Milch,1.29,marktguru-offers
2026-08-30,EDEKA,,Vita Coco Kokosnusswasser,1.59,marktguru-offers
2026-08-30,EDEKA,,Rewe Bio Bio Pommes Frites,1.99,marktguru-offers
2026-08-30,EDEKA,,Rewe Beste Wahl Himbeeren,3.99,marktguru-offers
2026-08-30,EDEKA,,Sonnendorfer Eier,3.19,marktguru-offers
2026-08-30,EDEKA,,Rewe Beste Wahl Barbarieentenbrust,5.29,marktguru-offers
2026-08-30,EDEKA,,Burgis Knödelinos,1.79,marktguru-offers
2026-08-30,EDEKA,,Endori Veganes Chicken Cheese Sticks,2.49,marktguru-offers
2026-08-30,EDEKA,,NOA Hummus Vegan,1.99,marktguru-offers
2026-08-30,EDEKA,,Andechser Natur Bio-Käse,2.49,marktguru-offers
2026-08-30,EDEKA,,Alpenhain Camembert Creme,1.49,marktguru-offers
2026-08-30,EDEKA,,Berchtesgadener Land Körniger Frischkäse,1.29,marktguru-offers
2026-08-30,EDEKA,,Settele Eier-Spätzle,3.33,marktguru-offers
2026-08-30,EDEKA,,Rewe Bio Bio Avocados Hass,1.39,marktguru-offers
2026-08-30,EDEKA,,Ramazzotti Amaro,9.99,marktguru-offers
2026-08-30,EDEKA,,Isidoros Arvanitis Ouzo of Plomari,8.99,marktguru-offers
2026-08-30,EDEKA,,Osborne Veterano,9.99,marktguru-offers
2026-08-30,EDEKA,,Hengstenberg Oro di Parma Tomatenmark,1.29,marktguru-offers
2026-08-30,EDEKA,,Rewe Back-Station Ciabatta,0.99,marktguru-offers
2026-08-30,EDEKA,,Le Grand Rustique Camembert,2.79,marktguru-offers
2026-08-30,EDEKA,,Baldauf Käse Senner Alpenfeuer,2.69,marktguru-offers
2026-08-30,EDEKA,,Bonbel Butterkäse,1.79,marktguru-offers
2026-08-30,EDEKA,,Mila Bergmilch Dolomitenkönig,1.79,marktguru-offers
2026-08-30,EDEKA,,Rewe Back-Station Chocolate Cake Donut,1.0,marktguru-offers
2026-08-30,EDEKA,,Rewe Back-Station Nuss-Schnecke,1.29,marktguru-offers
2026-08-30,EDEKA,,Schär Glutenfreies Landbrot,2.79,marktguru-offers
2026-08-30,EDEKA,,Rewe Back-Station Sesambrötchen,0.39,marktguru-offers
2026-08-30,EDEKA,,Rewe Back-Station Baguette,0.89,marktguru-offers
2026-08-30,EDEKA,,Bergmilch Südtirol Meraner Weinkäse,1.99,marktguru-offers
2026-08-30,EDEKA,,Emmi Kaltbach Gold,2.99,marktguru-offers
2026-08-30,EDEKA,,Käse Rebellen Pfefferrebell,1.99,marktguru-offers
2026-08-30,EDEKA,,Leerdammer Original,1.11,marktguru-offers
2026-08-30,EDEKA,,Ellesse Herren Sneaker,29.99,marktguru-offers
2026-08-30,EDEKA,,Ellesse Herren Jogginghose,26.99,marktguru-offers
2026-08-30,EDEKA,,Ellesse Herren Sweatshirt,26.99,marktguru-offers
2026-08-30,EDEKA,,Ellesse Herren Sportsocken 3er Pack,9.99,marktguru-offers
2026-08-30,EDEKA,,Ellesse Herren-Boxershorts 3er-Pack,15.99,marktguru-offers
2026-08-30,EDEKA,,Rewe Beste Wahl Tapas-Vielfalt,4.44,marktguru-offers
2026-08-30,EDEKA,,thisisnobrand123 Riesengarnelen Aioli,2.99,marktguru-offers
2026-08-30,EDEKA,,Rewe PWR Protein Bar 50,0.85,marktguru-offers
2026-08-30,EDEKA,,Rewe PWR Protein Bar 30,0.95,marktguru-offers
2026-08-30,EDEKA,,Rewe PWR Filled Protein Bar,1.19,marktguru-offers
2026-08-30,EDEKA,,thisisnobrand123 Seelachsfilets,1.69,marktguru-offers
2026-08-30,EDEKA,,Rewe PWR Clear Whey Protein,16.99,marktguru-offers
2026-08-30,EDEKA,,Greenforce Veganer Leberkäse,2.49,marktguru-offers
2026-08-30,EDEKA,,Tante Fanny Frischer Flammkuchenteig,1.49,marktguru-offers
2026-08-30,EDEKA,,Iglo 13 Backfischstäbchen,2.99,marktguru-offers
2026-08-30,EDEKA,,Dr. Oetker Suprema Calabrese & Nduja Tipo,3.99,marktguru-offers
2026-08-30,EDEKA,,Dr. Oetker Ristorante Pizza Salame,1.79,marktguru-offers
2026-08-30,EDEKA,,Gervais Hüttenkäse,1.29,marktguru-offers
2026-08-30,EDEKA,,Theramed Zahncreme 2 in 1,0.99,marktguru-offers
2026-08-30,EDEKA,,Old Spice Deo stick Captain,2.99,marktguru-offers
2026-08-30,EDEKA,,Bruno Banani Duschgel,2.29,marktguru-offers
2026-08-30,EDEKA,,Wilkinson Sword Hydro 5 Sensitive Rasierapparat,12.99,marktguru-offers
2026-08-30,EDEKA,,Vanish Oxi Action,7.99,marktguru-offers
2026-08-30,EDEKA,,Somat Intensiv Maschinen-Reiniger,1.99,marktguru-offers
2026-08-30,EDEKA,,Finish Ultimate Plus,12.99,marktguru-offers
2026-08-30,EDEKA,,Ariel All in 1 Pods,4.99,marktguru-offers
2026-08-30,EDEKA,,Lenor All in 1 Pods Amethyst & Blütentraum,4.99,marktguru-offers
2026-08-30,EDEKA,,Fairy Geschirrspülmittel,1.39,marktguru-offers
2026-08-30,EDEKA,,Meister Proper Ultra Power Spray Antibakteriell,2.29,marktguru-offers
2026-08-30,EDEKA,,Head & Shoulders Shampoo 2in1 Classic Clean,3.49,marktguru-offers
2026-08-30,EDEKA,,Pantene Pro-V Repair & Care Spülung,3.29,marktguru-offers
2026-08-30,EDEKA,,Catsan Katzenstreu Hygiene Plus,5.49,marktguru-offers
2026-08-30,EDEKA,,Sheba Katzennahrung Fresh & Fine,2.19,marktguru-offers
2026-08-30,EDEKA,,Purina Felix Katzennahrung,3.99,marktguru-offers
2026-08-30,EDEKA,,Carefree Slipeinlagen,2.29,marktguru-offers
2026-08-30,EDEKA,,Milupa Kindermilch,5.99,marktguru-offers
2026-08-30,EDEKA,,Pampers Baby-Dry Pants,12.99,marktguru-offers
2026-08-30,EDEKA,,Persil Universal 4 in 1 Discs,18.99,marktguru-offers
2026-08-30,EDEKA,,Zewa Toilettenpapier Ultra Clean,3.99,marktguru-offers
2026-08-30,EDEKA,,Zewa Wisch & Weg Original,2.49,marktguru-offers
2026-08-30,EDEKA,,Vileda Turmwäschetrockner Mixer 3,25.0,marktguru-offers
2026-08-30,EDEKA,,Singer Clearwater Nähmaschine 2277,125.0,marktguru-offers
2026-08-30,EDEKA,,Maui Herren Basic T-Shirts 4er-Pack,9.0,marktguru-offers
2026-08-30,EDEKA,,Vivess Pizzaschneider,2.99,marktguru-offers
2026-08-30,EDEKA,,Vivess Zitruspresse,1.49,marktguru-offers
2026-08-30,EDEKA,,Trefl Lizenz-Puzzle,5.99,marktguru-offers
2026-08-30,EDEKA,,Augustiner Bräu Edelstoff,17.99,marktguru-offers
2026-08-30,EDEKA,,LEGO Traktor 60498,16.99,marktguru-offers
2026-08-30,EDEKA,,Homann Nudelsalat,1.79,marktguru-offers
2026-08-30,EDEKA,,Lavazza Caramel Latte,1.79,marktguru-offers
2026-08-30,EDEKA,,Rewe Beste Wahl Ajvar,3.38,marktguru-offers
2026-08-30,EDEKA,,Rewe Beste Wahl High Protein Wraps,3.38,marktguru-offers
2026-08-30,EDEKA,,Rewe Beste Wahl Express Reis,2.58,marktguru-offers
2026-08-30,EDEKA,,Rewe Beste Wahl Kidney-Bohnen,2.98,marktguru-offers
2026-08-30,EDEKA,,Coppenrath & Wiese Bunte Sahne Platte Auslese,8.88,marktguru-offers
2026-08-30,EDEKA,,Ültje Pistazien,2.99,marktguru-offers
2026-08-30,EDEKA,,Budweiser Budvar (CZ) Czech Premium Lager,14.79,marktguru-offers
2026-08-30,EDEKA,,Clatronic Mikrowelle MWG 792,55.0,marktguru-offers
2026-08-30,EDEKA,,Heinz Tomato-Ketchup,1.79,marktguru-offers
2026-08-30,EDEKA,,Alpia Schokolade,0.99,marktguru-offers
2026-08-30,EDEKA,,Rewe Bio Laktosefreier Joghurt,0.55,marktguru-offers
2026-08-30,EDEKA,,Rewe to go Granatapfelkerne,1.69,marktguru-offers
2026-08-30,EDEKA,,thisisnobrand123 Thunfisch-Loins,3.49,marktguru-offers
2026-08-30,EDEKA,,Rewe Back-Station Mehrkornbrötchen,0.29,marktguru-offers
2026-08-30,EDEKA,,Bonne Maman Konfitüre Weniger Zucker,2.49,marktguru-offers
2026-08-30,EDEKA,,Köstritzer Schwarzbier,12.99,marktguru-offers
2026-08-30,EDEKA,,Rewe to go Salatschale BBQ-Mix,2.99,marktguru-offers
2026-08-30,EDEKA,,Bonduelle Kopfsalat,1.79,marktguru-offers
2026-08-30,EDEKA,,Rewe Beste Wahl Kernlose Tafeltrauben,3.99,marktguru-offers
2026-08-30,EDEKA,,Rewe Beste Wahl Tafelbirnen,2.79,marktguru-offers
2026-08-30,EDEKA,,Chaumes Weichkäse,1.79,marktguru-offers
2026-08-30,EDEKA,,Mila Alta Badia,1.99,marktguru-offers
2026-08-30,EDEKA,,thisisnobrand123 Fleischsalat,1.39,marktguru-offers
2026-08-30,EDEKA,,thisisnobrand123 Smoky Rauchmatjesfilet,1.59,marktguru-offers
2026-08-30,EDEKA,,thisisnobrand123 Lachsfilets,1.99,marktguru-offers
2026-08-30,EDEKA,,Chiquita Bananen,1.99,marktguru-offers
2026-08-30,EDEKA,,Zum Dorfkrug Salatsauce Vegan,1.59,marktguru-offers
2026-08-30,EDEKA,,Rewe Regional Zucchini,1.11,marktguru-offers
2026-08-30,EDEKA,,thisisnobrand123 Bio Staudensellerie,1.79,marktguru-offers
2026-08-30,EDEKA,,Rewe Bio Bio Butternut Kürbis,1.99,marktguru-offers
2026-08-30,EDEKA,,Rewe Bio Bio-Snackmöhren,1.11,marktguru-offers
2026-08-30,EDEKA,,Rewe Feine Welt Aroma Datteln,2.49,marktguru-offers
2026-08-30,EDEKA,,Rewe Bio Bio-Speisekartoffeln,1.99,marktguru-offers
2026-08-30,EDEKA,,Rewe Back-Station Bauernbrot,1.59,marktguru-offers
2026-08-30,EDEKA,,Wasa Sesam & Vollkorn,1.79,marktguru-offers
2026-08-30,EDEKA,,Rewe Back-Station Pizzasnack Sucuk,1.19,marktguru-offers
2026-08-30,EDEKA,,Rewe Beste Wahl Nektarinen gelbfleischig,2.99,marktguru-offers
2026-08-30,EDEKA,,Fage Total Joghurt,0.99,marktguru-offers
2026-08-30,EDEKA,,Rewe Bio Bio Chili Mix,1.39,marktguru-offers
2026-08-30,EDEKA,,Rewe Bio Bio Lauchzwiebel,1.11,marktguru-offers
2026-08-30,EDEKA,,Storck Knoppers,1.79,marktguru-offers
2026-08-30,EDEKA,,Barilla Pesto Rosso Vegan,1.99,marktguru-offers
2026-08-30,EDEKA,,thisisnobrand123 Blumenstrauß Flower Festival,15.0,marktguru-offers
2026-08-30,EDEKA,,thisisnobrand123 Ginseng Bonsai Pure Balance,9.99,marktguru-offers
2026-08-30,EDEKA,,Aperol Aperitif-Bitter,9.49,marktguru-offers
2026-08-30,EDEKA,,Arla Kaergarden,1.29,marktguru-offers
2026-08-30,EDEKA,,thisisnobrand123 Rucola,0.69,marktguru-offers
2026-08-30,EDEKA,,thisisnobrand123 Grünpflanzen,10.0,marktguru-offers
2026-08-30,EDEKA,,Barilla Pasta Classic,0.88,marktguru-offers
2026-08-30,EDEKA,,Rewe Beste Wahl Topfrose,2.69,marktguru-offers
2026-08-30,EDEKA,,thisisnobrand123 Besenheide Calluna Beauty Ladies,1.49,marktguru-offers
2026-08-30,EDEKA,,thisisnobrand123 Chrysantheme Trio Pink Cadillac,2.29,marktguru-offers
2026-08-30,EDEKA,,Rewe Beste Wahl Buschbohnen,1.59,marktguru-offers
2026-08-30,EDEKA,,Rewe Bio Bio Champignons,1.79,marktguru-offers
2026-08-30,EDEKA,,Bitburger Pils,11.99,marktguru-offers
2026-08-30,EDEKA,,Weihenstephan Helles Alkoholfrei,14.99,marktguru-offers
2026-08-30,EDEKA,,Krumbach Mineralwasser,4.44,marktguru-offers
2026-08-30,EDEKA,,Beck's Pils,10.99,marktguru-offers
2026-08-30,EDEKA,,Heineken Premium Beer,15.99,marktguru-offers
2026-08-30,EDEKA,,Karlsberg MiXery Vodka Flav. Iced Blue,0.99,marktguru-offers
2026-08-30,EDEKA,,Carlsberg Elephant Beer,0.99,marktguru-offers
2026-08-30,EDEKA,,Pfanner Ice Tea,1.29,marktguru-offers
2026-08-30,EDEKA,,Desperados Tequila Beer,4.99,marktguru-offers
2026-08-30,EDEKA,,Powerade Mountain Blast,0.99,marktguru-offers
2026-08-30,EDEKA,,Hohes C Saft,1.79,marktguru-offers
2026-08-30,EDEKA,,Mövenpick 100% Direktsaft Orange,1.99,marktguru-offers
2026-08-30,EDEKA,,San Pellegrino Limonaden,0.89,marktguru-offers
2026-08-30,EDEKA,,Valensina Sport +,0.99,marktguru-offers
2026-08-30,EDEKA,,Obstwerk Wassermelone,2.99,marktguru-offers
2026-08-30,EDEKA,,Gut & Günstig Tafeläpfel,1.49,marktguru-offers
2026-08-30,EDEKA,,Costa Prawns,7.77,marktguru-offers
2026-08-30,EDEKA,,Frosta Fertiggericht Paprika Sahne Hähnchen,1.99,marktguru-offers
2026-08-30,EDEKA,,Nestlé Pirulo Kaktus,2.22,marktguru-offers
2026-08-30,EDEKA,,Mars Eisriegel,2.29,marktguru-offers
2026-08-30,EDEKA,,Häagen Dazs Eiscreme,3.99,marktguru-offers
2026-08-30,EDEKA,,Bäcker Bachmeier Bayerische Laugensemmeln,2.22,marktguru-offers
2026-08-30,EDEKA,,Coppenrath & Wiese Unsere Goldstücke 9 Weizenbrötchen,1.49,marktguru-offers
2026-08-30,EDEKA,,Hilcona Vegetarisch Originale Pesto Basilico Mezzelune,2.79,marktguru-offers
2026-08-30,EDEKA,,Edeka Herzstücke High Protein Skyr Natur,1.11,marktguru-offers
2026-08-30,EDEKA,,Rama Zum Streichen Backen & Kochen,1.29,marktguru-offers
2026-08-30,EDEKA,,thisisnobrand123 Schmetterlingsorchidee Unicorn,9.99,marktguru-offers
2026-08-30,EDEKA,,thisisnobrand123 Basilikum XL,1.99,marktguru-offers
2026-08-30,EDEKA,,thisisnobrand123 Eier Freilandhaltung,2.99,marktguru-offers
2026-08-30,EDEKA,,Hacker-Pschorr Münchner Hell,12.99,marktguru-offers
2026-08-30,EDEKA,,Berchtesgadener Land Bergbauern Milch,0.99,marktguru-offers
2026-08-30,EDEKA,,Gut & Günstig Thunfisch-Filets,0.99,marktguru-offers
2026-08-30,EDEKA,,Homann Kartoffel-Salat Klassische Art,1.79,marktguru-offers
2026-08-30,EDEKA,,Zottarella,1.99,marktguru-offers
2026-08-30,EDEKA,,Develey Ketchup,1.79,marktguru-offers
2026-08-30,EDEKA,,thisisnobrand123 Bepflanzter Spankorb,6.99,marktguru-offers
2026-08-30,EDEKA,,thisisnobrand123 Zinkschale,7.99,marktguru-offers
2026-08-30,EDEKA,,thisisnobrand123 Schmetterlings-Orchidee,9.99,marktguru-offers
2026-08-30,EDEKA,,thisisnobrand123 Eier aus Freilandhaltung,2.99,marktguru-offers
2026-08-30,EDEKA,,Obstwerk Wassermelone in Scheiben,2.99,marktguru-offers
2026-08-30,EDEKA,,Gut & Günstig Zitronen,1.79,marktguru-offers
2026-08-30,EDEKA,,Edeka Herzstücke Tafeltrauben,3.99,marktguru-offers
2026-08-30,EDEKA,,SanLucar Nektarine,2.99,marktguru-offers
2026-08-30,EDEKA,,thisisnobrand123 Zwetschgen,2.22,marktguru-offers
2026-08-30,EDEKA,,True Fruits Smoothies,2.29,marktguru-offers
2026-08-30,EDEKA,,Berchtesgadener Land Bio Joghurt,1.79,marktguru-offers
2026-08-30,EDEKA,,thisisnobrand123 Feigen,0.49,marktguru-offers
2026-08-30,EDEKA,,Berchtesgadener Land Bio-Fettarmer Kefir,0.99,marktguru-offers
2026-08-30,EDEKA,,Solobonta Bio Passierte Tomaten,1.99,marktguru-offers
2026-08-30,EDEKA,,Voelkel Bio Säfte,2.49,marktguru-offers
2026-08-30,EDEKA,,Varta Alkaline Batterien,7.77,marktguru-offers
2026-08-30,EDEKA,,WC Frisch Kraft-Aktiv Duftspüler,3.79,marktguru-offers
2026-08-30,EDEKA,,Calgon Wasserenthärter,7.99,marktguru-offers
2026-08-30,EDEKA,,Persil Waschmittel,15.99,marktguru-offers
2026-08-30,EDEKA,,Pampers XXL Windeln,28.99,marktguru-offers
2026-08-30,EDEKA,,Bernbacher Nudelsauce,1.49,marktguru-offers
2026-08-30,EDEKA,,Edeka Herzstücke Pesto,1.49,marktguru-offers
2026-08-30,EDEKA,,Edeka Weinschorle,1.69,marktguru-offers
2026-08-30,EDEKA,,Philippe de Lonsac Champagner,22.99,marktguru-offers
2026-08-30,EDEKA,,Backstube Wünsche Dinkel Buchweizen Krusti Vegan,2.0,marktguru-offers
2026-08-30,EDEKA,,Ferrero Nutella Nuss-Nugat Creme,4.29,marktguru-offers
2026-08-30,EDEKA,,Block House American Burger,7.99,marktguru-offers
2026-08-30,EDEKA,,Grecikos Imiglykos Weisswein,2.99,marktguru-offers
2026-08-30,EDEKA,,thisisnobrand123 Roséweine,1.99,marktguru-offers
2026-08-30,EDEKA,,Metaxa Weinbrand 5 Sterne,10.99,marktguru-offers
2026-08-30,EDEKA,,Jim Beam Mixgetränke,1.99,marktguru-offers
2026-08-30,EDEKA,,Jim Beam Bourbon Whiskey,10.99,marktguru-offers
2026-08-30,EDEKA,,Rosenmehl Weizenmehl,2.39,marktguru-offers
2026-08-30,EDEKA,,Dallmayr Prodomo Kaffee,6.99,marktguru-offers
2026-08-30,EDEKA,,Winzer Krems Sandgrube 13 Weine,3.99,marktguru-offers
2026-08-30,EDEKA,,Valdo Prosecco,7.99,marktguru-offers
2026-08-30,EDEKA,,Wein-Genuss Merlot,1.79,marktguru-offers
2026-08-30,EDEKA,,Chiemgauer Brauhaus Chiemseer Hell,14.99,marktguru-offers
2026-08-30,EDEKA,,thisisnobrand123 Wassermelonen,0.99,marktguru-offers
2026-08-30,EDEKA,,thisisnobrand123 Flusskrebscocktail,1.89,marktguru-offers
2026-08-30,EDEKA,,Oberdorfer Helles Helles,14.99,marktguru-offers
2026-08-30,EDEKA,,thisisnobrand123 Wolfsbarsch,1.89,marktguru-offers
2026-08-30,EDEKA,,thisisnobrand123 Makrelen geräuchert,1.29,marktguru-offers
2026-08-30,EDEKA,,thisisnobrand123 Lachsfilet,2.19,marktguru-offers
2026-08-30,EDEKA,,thisisnobrand123 Lachsfackel Bacon,1.99,marktguru-offers
2026-08-30,EDEKA,,Gösser Natur Radler,4.99,marktguru-offers
